PAXGBNB;3.73400000
PAXGBTC;0.02930000
PAXGBUSD;1890.00000000
PAXGUSDT;1797.00000000
WNXMBNB;0.17350000
WNXMBTC;0.00093200
WNXMBUSD;22.16500000
WNXMUSDT;57.30000000
TRBBNB;0.51700000
TRBBTC;0.00091000
TRBBUSD;55.66000000
TRBUSDT;55.68000000
ETHNGN;805670.00000000
DOTBIDR;619614.00
LINKAUD;41.09000000
SXPAUD;3.08600000
BZRXBNB;0.00514000
BZRXBTC;0.00000543
BZRXBUSD;0.33300000
BZRXUSDT;0.33290000
WBTCBTC;1.00080000
WBTCETH;15.25000000
SUSHIBNB;0.02222000
SUSHIBTC;0.00017380
SUSHIBUSD;10.66800000
SUSHIUSDT;10.66400000
YFIIBNB;8.25000000
YFIIBTC;0.06470000
YFIIBUSD;3978.00000000
YFIIUSDT;3971.00000000
KSMBNB;0.78160000
KSMBTC;0.00612100
KSMBUSD;375.30000000
KSMUSDT;375.30000000
EGLDBNB;0.56590000
EGLDBTC;0.00443600
EGLDBUSD;271.74000000
EGLDUSDT;271.70000000
DIABNB;0.00381300
DIABTC;0.00003019
DIABUSD;1.84900000
DIAUSDT;1.84800000
RUNEUSDT;10.85000000
FIOUSDT;0.19250000
UMABTC;0.00019500
UMAUSDT;11.95000000
EOSUPUSDT;0.72310000
EOSDOWNUSDT;0.00036210
TRXUPUSDT;0.35915000
TRXDOWNUSDT;9.74000000
XRPUPUSDT;4.91870000
XRPDOWNUSDT;0.00139300
DOTUPUSDT;14.97900000
DOTDOWNUSDT;10.39900000
SRMBIDR;26748.00
ONEBIDR;119.92
LINKTRY;293.60000000
USDTNGN;564.50000000
BELBNB;0.00499000
BELBTC;0.00003900
BELBUSD;2.39300000
BELUSDT;2.39300000
WINGBNB;0.04865000
